descriptor,variance,std,range,n_unique_values,unique_value_ratio,dominant_value,dominant_value_ratio,is_constant,dominant_value_ge_90pct,dominant_value_ge_95pct,unique_ratio_le_1pct,is_near_constant,descriptor_numeric_type,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like,is_rare_binary_like
nT5Ring,0.610104612238744,0.7810919358428584,4.0,5,0.0025329280648429585,0.0,0.43566362715298884,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHsOH,0.8928155689618416,0.9448891834293806,6.0,7,0.0035460992907801418,2.0,0.42907801418439717,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nsOH,0.8928155689618416,0.9448891834293806,6.0,7,0.0035460992907801418,2.0,0.42907801418439717,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nAtomLAC,4.835929135499155,2.1990746088978326,18.0,16,0.008105369807497468,0.0,0.4088145896656535,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
ndssC,2.409320148762678,1.552198488841771,28.0,12,0.0060790273556231,0.0,0.38247213779128675,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nN,3.556916715682814,1.8859789807107645,46.0,14,0.0070921985815602835,1.0,0.3799392097264438,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
n6Ring,1.1963440121785898,1.093775119564616,6.0,7,0.0035460992907801418,3.0,0.37031408308004055,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nsCH3,1.6140569552100392,1.2704554125234144,11.0,12,0.0060790273556231,0.0,0.36423505572441744,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nT6Ring,1.295549334869026,1.1382220059676522,7.0,8,0.004052684903748734,3.0,0.36322188449848025,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
ETA_Beta_ns_d,0.34816937564221667,0.5900587899880966,4.0,9,0.004559270516717325,1.0,0.32066869300911854,False,False,False,True,True,continuous_float_like,False,False,True,True,False
nBondsD2,2.3066513613140787,1.5187663945828136,28.0,13,0.006585612968591692,0.0,0.32016210739615,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nRing,1.3179245592910545,1.1480089543601366,7.0,8,0.004052684903748734,3.0,0.31155015197568386,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBAcc,7.205878292164928,2.6843767045936247,66.0,17,0.008611955420466059,1.0,0.2968591691995947,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nO,2.5565443470280806,1.5989197437733016,20.0,12,0.0060790273556231,3.0,0.29533941236068895,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBAcc3,3.9774505244983214,1.994354663669008,46.0,18,0.00911854103343465,4.0,0.270516717325228,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBAcc_Lipinski,6.358084942140401,2.5215243290796145,65.0,18,0.00911854103343465,4.0,0.25379939209726443,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nTRing,6.71166630225353,2.5906883838573735,17.0,17,0.008611955420466059,6.0,0.24873353596757852,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
naasC,3.94837984990288,1.9870530566401292,14.0,13,0.006585612968591692,7.0,0.24113475177304963,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBAcc2,6.633641596068027,2.5755856802032477,66.0,18,0.00911854103343465,5.0,0.23606889564336372,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
C1SP3,5.0924103004714825,2.2566369447634864,22.0,15,0.007598784194528876,0.0,0.22036474164133737,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
C3SP2,2.687554212872677,1.6393761657632688,12.0,10,0.005065856129685917,2.0,0.21681864235055726,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBa,7.0671546723412915,2.6584120584178237,68.0,19,0.009625126646403243,5.0,0.19655521783181357,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nBondsD,6.820959453647209,2.6116966618746535,28.0,19,0.009625126646403243,9.0,0.171225937183384,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
StsC,0.3722406995370595,0.610115316589462,6.28201345899037,101,0.05116514690982776,0.0,0.9483282674772037,False,True,False,False,False,continuous_float_like,False,False,False,True,False
mintsC,0.25563247169188097,0.5056010993776427,3.20084537981859,101,0.05116514690982776,0.0,0.9483282674772037,False,True,False,False,False,continuous_float_like,False,False,False,True,False
maxtsC,0.25892943063453305,0.5088510888605163,3.24104900118653,101,0.05116514690982776,0.0,0.9483282674772037,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SsBr,0.0021407151086535133,0.04626786259006908,1.193352215439356,113,0.057244174265450865,0.0,0.9417426545086119,False,True,False,False,False,continuous_float_like,False,False,False,True,False
minsBr,0.0018073624901367216,0.04251308610459516,0.92119026331383,113,0.057244174265450865,0.0,0.9417426545086119,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SddssS,1.8328963949386752,1.3538450409624712,6.54382611700266,121,0.061296859169199594,0.0,0.9376899696048632,False,True,False,False,False,continuous_float_like,False,False,False,True,False
minddssS,1.8328963949386752,1.3538450409624712,6.54382611700266,121,0.061296859169199594,0.0,0.9376899696048632,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SdsN,1.2218879554913922,1.1053904086300876,9.35400263153419,125,0.06332320162107397,0.0,0.9371833839918946,False,True,False,False,False,continuous_float_like,False,False,False,True,False
mindsN,1.061674279168681,1.0303757951197616,5.13755626942134,125,0.06332320162107397,0.0,0.9371833839918946,False,True,False,False,False,continuous_float_like,False,False,False,True,False
maxdsN,1.0657050456936041,1.032329911265582,5.13755626942134,125,0.06332320162107397,0.0,0.9371833839918946,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SHaaNH,0.014165052909641975,0.11901702781384677,0.961079110214488,130,0.06585612968591692,0.0,0.9275582573454914,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SaaNH,0.7486751764493945,0.8652601784719984,6.79194710831863,132,0.0668693009118541,0.0,0.9275582573454914,False,True,False,False,False,continuous_float_like,False,False,False,True,False
minHaaNH,0.013113401239925875,0.11451376004623146,0.743763742360718,130,0.06585612968591692,0.0,0.9275582573454914,False,True,False,False,False,continuous_float_like,False,False,False,True,False
minaaNH,0.6853317224688401,0.8278476444786445,3.70972904745767,132,0.0668693009118541,0.0,0.9275582573454914,False,True,False,False,False,continuous_float_like,False,False,False,True,False
maxHaaNH,0.013215549726862275,0.1149589045131445,0.743763742360718,130,0.06585612968591692,0.0,0.9275582573454914,False,True,False,False,False,continuous_float_like,False,False,False,True,False
maxaaNH,0.6868366446718935,0.8287560827359842,3.70972904745767,132,0.0668693009118541,0.0,0.9275582573454914,False,True,False,False,False,continuous_float_like,False,False,False,True,False
ETA_dAlpha_A,4.792474044321428e-05,0.0069227697089542335,0.11161,100,0.05065856129685917,0.0,0.9275582573454914,False,True,False,False,False,continuous_float_like,False,False,False,True,False
maxssssC,0.0032558362113526374,0.057059935255419254,0.664809724335245,137,0.06940222897669707,0.0,0.9199594731509625,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SsCl,0.06642813946942298,0.2577365699108743,4.65095648295898,172,0.08713272543059777,0.0,0.9123606889564336,False,True,False,False,False,continuous_float_like,False,False,False,True,False
minsCl,0.03951129673581402,0.19877448713507984,1.04387687317123,172,0.08713272543059777,0.0,0.9123606889564336,False,True,False,False,False,continuous_float_like,False,False,False,True,False
maxsCl,0.04032266384458034,0.2008050393904006,1.04387687317123,172,0.08713272543059777,0.0,0.9123606889564336,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SaaS,0.25330643447876694,0.5032955736729332,3.11093332218026,186,0.09422492401215805,0.0,0.9052684903748733,False,True,False,False,False,continuous_float_like,False,False,False,True,False
minaaS,0.2136803918519123,0.46225576454157097,2.32355162362051,186,0.09422492401215805,0.0,0.9052684903748733,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SaasN,0.398394125535523,0.6311847000169784,4.62783025836597,190,0.09625126646403243,0.0,0.903242147922999,False,True,False,False,False,continuous_float_like,False,False,False,True,False
minaasN,0.37526797690613123,0.6125911988480828,2.48652391597207,190,0.09625126646403243,0.0,0.903242147922999,False,True,False,False,False,continuous_float_like,False,False,False,True,False
maxaasN,0.3767996352166759,0.6138400729967668,2.48652391597207,189,0.09574468085106383,0.0,0.903242147922999,False,True,False,False,False,continuous_float_like,False,False,False,True,False
SssS,0.31154670953628216,0.558163694211906,4.22412997815475,202,0.10233029381965553,0.0,0.8880445795339412,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minssS,0.2529769992490415,0.5029681891024933,2.45409785793604,201,0.10182370820668693,0.0,0.8880445795339412,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEN-33,0.01180750643661084,0.10866235059398835,1.0,27,0.013677811550151976,0.0,0.8708206686930091,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SaaO,4.428597224790734,2.1044232522928303,16.8805345386802,277,0.1403242147922999,0.0,0.8556231003039514,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minaaO,3.746471933119876,1.9355805157936148,6.57830915642198,277,0.1403242147922999,0.0,0.8556231003039514,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxaaO,3.766470962276609,1.9407397976742295,6.57830915642198,277,0.1403242147922999,0.0,0.8556231003039514,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHAvin,0.061554106825757966,0.2481010012590799,1.61313947686512,285,0.14437689969604864,0.0,0.8449848024316109,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHAvin,0.043807033982819106,0.2093012995249172,0.820826955782312,285,0.14437689969604864,0.0,0.8449848024316109,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHAvin,0.04439764460458856,0.21070748587695826,0.820826955782312,285,0.14437689969604864,0.0,0.8449848024316109,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SsF,106.04608727347538,10.297868093614104,82.417014886968,315,0.1595744680851064,0.0,0.8348530901722391,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minsF,25.50419700874509,5.050168017872781,15.4779912333897,314,0.1590678824721378,0.0,0.8348530901722391,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxsF,25.857676495877822,5.085044394681114,15.4779912333897,315,0.1595744680851064,0.0,0.8348530901722391,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHssNH,0.09691217163355267,0.31130719817176195,7.98073468632543,321,0.16261398176291794,0.0,0.8302938196555217,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SssNH,6.552617511537955,2.5598081005297946,67.5741177957172,326,0.1651469098277609,0.0,0.8302938196555217,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHssNH,0.022203772332973548,0.1490093028403715,0.689662695408325,320,0.16210739614994935,0.0,0.8302938196555217,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minssNH,1.2689493511497167,1.126476520460909,3.83768624373617,326,0.1651469098277609,0.0,0.8302938196555217,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHssNH,0.024075597383770384,0.1551631315221834,0.689662695408325,321,0.16261398176291794,0.0,0.8302938196555217,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxssNH,1.3089708301090694,1.1441026309335494,3.83768624373617,325,0.1646403242147923,0.0,0.8302938196555217,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEN-23,0.1798008856998663,0.42402934532867687,5.42161202165907,134,0.06788247213779129,0.0,0.8247213779128673,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEN-22,0.40702271143630514,0.6379833159545045,6.86318803707633,86,0.04356636271529889,0.0,0.8196555217831814,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-14,0.27103254276028554,0.5206078589113744,4.67043677451134,122,0.06180344478216818,0.0,0.8115501519756839,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint3,4.252546461960278,2.0621703280670776,9.86926500070229,367,0.18591691995947315,0.0,0.8095238095238095,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint3,20.658967054311677,4.545213642317782,107.20533962540298,397,0.2011144883485309,0.0,0.7938196555217831,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint3,3.68873231808121,1.9206072784619999,11.05940227487944,397,0.2011144883485309,0.0,0.7938196555217831,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint2,6.755110385319975,2.5990595193877293,7.99550579406501,404,0.20466058763931105,0.0,0.7847011144883486,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint2,47.19662364832505,6.86997988703934,202.14308888457188,408,0.2066869300911854,0.0,0.7826747720364742,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint2,5.789075839384455,2.40604984141735,9.17413163266345,408,0.2066869300911854,0.0,0.7826747720364742,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SssssC,1.174364510024665,1.0836810001216524,11.597892060666274,405,0.20516717325227962,0.0,0.779128672745694,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minssssC,0.859660547503404,0.927178810965503,6.399597847918005,405,0.20516717325227962,0.0,0.779128672745694,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-24,4.483438617057604,2.1174131899696866,12.2088577064528,283,0.14336372847011145,0.0,0.779128672745694,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-34,2.1901935252315408,1.4799302433667407,8.36223133716937,198,0.10030395136778116,0.0,0.779128672745694,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHdsCH,0.1842519757334856,0.429245822033815,3.5928834404132,401,0.20314083080040526,0.0,0.7781155015197568,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SdsCH,1.7085363589874967,1.3071099261299703,9.57288588120433,410,0.2077001013171226,0.0,0.7781155015197568,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHdsCH,0.054465486374840555,0.23337841882839244,0.820826955782312,396,0.2006079027355623,0.0,0.7781155015197568,False,False,False,False,False,continuous_float_like,False,False,False,True,False
mindsCH,0.4355132536463414,0.6599342797933302,2.57859083679768,409,0.207193515704154,0.0,0.7781155015197568,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHdsCH,0.06293644204610518,0.25087136553641426,0.84592056932966,398,0.2016210739614995,0.0,0.7781155015197568,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxdsCH,0.5277559250687949,0.7264681170352866,2.57859083679768,409,0.207193515704154,0.0,0.7781155015197568,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SaaN,9.925639249345261,3.1504982541409636,24.0235920309481,454,0.22998986828774062,0.0,0.7583586626139818,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minaaN,3.380790257344364,1.838692540188371,5.05441121819098,453,0.22948328267477203,0.0,0.7583586626139818,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxaaN,3.5110903582904265,1.8737903720241564,5.05441121819098,453,0.22948328267477203,0.0,0.7583586626139818,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint9,5.313671747029949,2.305140287928253,10.3780078926588,453,0.22948328267477203,0.0,0.7563323201621074,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint9,78.11162345796478,8.838078040952388,288.942544888836,457,0.2315096251266464,0.0,0.7548125633232016,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint9,3.7475987897967493,1.9358715840150011,11.127889488077109,457,0.2315096251266464,0.0,0.7548125633232016,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SC-6,0.007553947943296108,0.0869134508766975,1.26532933224898,68,0.034447821681864235,0.0,0.7477203647416414,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VC-6,0.0013935725139379651,0.03733058416282774,0.43261205263853,115,0.05825734549138804,0.0,0.7477203647416414,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxsssCH,0.062379550270249544,0.24975898436342495,0.977518833285118,441,0.22340425531914893,0.0,0.7416413373860182,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint8,6.180104057692187,2.4859815079143663,9.28813271316488,474,0.24012158054711247,0.0,0.7406281661600811,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint8,71.12898709688848,8.433800276084826,278.9562833879445,491,0.24873353596757852,0.0,0.7330293819655522,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint8,5.359685232492797,2.31509940013227,10.939864095238748,491,0.24873353596757852,0.0,0.7330293819655522,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SC-4,0.01060521650311058,0.10298163187243918,0.577350269189625,50,0.025329280648429583,0.0,0.7223910840932117,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VC-4,0.0030178726377834745,0.05493516758674242,0.5,81,0.041033434650455926,0.0,0.7223910840932117,False,False,False,False,False,continuous_float_like,False,False,False,True,False
ETA_Shape_X,0.0007142034773852526,0.026724585635426654,0.1561,335,0.1697061803444782,0.0,0.7223910840932117,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEO-22,0.031274369051962445,0.17684560795214124,1.91917979735163,76,0.03850050658561297,0.0,0.7137791286727457,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint4,4.590927545446882,2.1426449881972705,10.0821151432209,569,0.28824721377912865,0.0,0.6940222897669707,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-11,0.14209489324447153,0.3769547628621656,5.04994951620736,167,0.0845997973657548,0.0,0.6732522796352584,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint7,6.032500707711935,2.4561149622344502,10.7970186463229,603,0.30547112462006076,0.0,0.6636271529888551,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint5,3.6570477005321167,1.9123408954817958,11.5553243676601,648,0.3282674772036474,0.0,0.6524822695035462,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint7,23.05288613752739,4.801342118358927,110.2253605866449,628,0.3181357649442756,0.0,0.6514690982776089,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint7,4.590784275158089,2.142611554892321,12.03378188532179,628,0.3181357649442756,0.0,0.6514690982776089,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxaaaC,0.23047940069326048,0.4800827019308866,1.57839462362869,665,0.33687943262411346,0.0,0.6474164133738601,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SaaaC,1.4385882812372794,1.1994116396122223,9.0858126824265,649,0.32877406281661603,0.0,0.6448834853090172,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minaaaC,0.18155556952784038,0.4260933812297961,2.033682550180559,667,0.33789260385005065,0.0,0.6448834853090172,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint5,19.34287113433288,4.398053107266087,96.68306074984599,676,0.342451874366768,0.0,0.6388044579533941,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint5,2.2362230269673784,1.4954006242366553,12.75339779779366,676,0.342451874366768,0.0,0.6388044579533941,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxdssC,0.2591144521573604,0.5090328596047218,2.34058823066263,667,0.33789260385005065,0.0,0.6266464032421479,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHCsatu,0.8117854769225027,0.9009913855983878,19.4581489559383,509,0.25785207700101315,0.0,0.6170212765957447,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHCsatu,0.10436565541206143,0.3230567371408023,1.11827699829931,509,0.25785207700101315,0.0,0.6170212765957447,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHCsatu,0.131084285620645,0.362055638846635,1.11827699829931,504,0.2553191489361702,0.0,0.6170212765957447,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint6,6.231209294707103,2.496239029962296,8.58685084195811,740,0.37487335359675783,0.0,0.6099290780141844,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SsssCH,1.2502342989804993,1.1181387655297974,29.025086121170858,674,0.3414387031408308,0.0,0.6063829787234043,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minsssCH,0.12087164962420224,0.3476660029744097,4.0446399097891,679,0.34397163120567376,0.0,0.6063829787234043,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint4,22.87005144807727,4.782264259540377,47.8758386774956,779,0.39463019250253295,0.0,0.5785207700101317,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint4,2.939913090470484,1.7146174764274638,11.27344168448294,778,0.3941236068895643,0.0,0.5785207700101317,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SsssN,2.3242936960697844,1.524563444422627,7.78547037907882,792,0.4012158054711246,0.0,0.5536980749746707,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minsssN,1.216324021565976,1.102870809100493,2.73477211777987,789,0.39969604863221886,0.0,0.5536980749746707,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxsssN,1.2644557486063583,1.1244802126344235,2.73477211777987,788,0.39918946301925023,0.0,0.5536980749746707,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint6,47.82250764428778,6.915381959392249,178.84694126509933,865,0.4381965552178318,0.0,0.538500506585613,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint6,3.9036395554577856,1.975763031200297,8.7207205279822,864,0.4376899696048632,0.0,0.538500506585613,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHBint10,7.608344327072044,2.7583227380188933,10.594322165605,899,0.4554204660587639,0.0,0.502532928064843,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHBint10,42.10716496984118,6.489003388028179,115.05506087734537,903,0.4574468085106383,0.0,0.5015197568389058,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHBint10,5.579698418431222,2.3621385265117754,12.08201885363137,902,0.4569402228976697,0.0,0.5015197568389058,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SssO,33.50231519481171,5.788118450309367,30.0251293492558,970,0.49138804457953394,0.0,0.47315096251266464,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minssO,8.168881776506021,2.858125570458027,6.72636643178851,965,0.488855116514691,0.0,0.47315096251266464,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxssO,8.8791207984839,2.979785361143299,6.72713738366627,962,0.48733535967578523,0.0,0.47315096251266464,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SdO,218.83674033482419,14.793131525637977,283.941443039521,1006,0.5096251266464032,0.0,0.46808510638297873,False,False,False,False,False,continuous_float_like,False,False,False,True,False
mindO,37.406472377525596,6.116083091123403,14.3911753890187,1004,0.5086119554204661,0.0,0.46808510638297873,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxdO,39.2000385747629,6.260993417562656,14.9641563312341,1002,0.5075987841945289,0.0,0.46808510638297873,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SCH-5,0.006861699772067991,0.08283537753923736,0.556186217847897,72,0.0364741641337386,0.0,0.4265450861195542,False,False,False,False,False,continuous_float_like,False,False,False,True,False
VCH-5,0.0024979747882258306,0.04997974377911346,0.487170824512628,207,0.10486322188449848,0.0,0.4265450861195542,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEO-12,0.1824942610520233,0.42719347028252114,3.53266685975417,325,0.1646403242147923,0.0,0.39463019250253295,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SdssC,1.7182005460850236,1.310801489961399,34.8609312507069,1123,0.5688956433637284,0.0,0.38247213779128675,False,False,False,False,False,continuous_float_like,False,False,False,True,False
mindssC,0.3188624000646574,0.5646790239283352,3.92920677541753,1133,0.5739614994934144,0.0,0.38247213779128675,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SsCH3,6.562298200335988,2.561698303925735,19.8154654456301,1181,0.5982776089159068,0.0,0.36423505572441744,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minsCH3,0.9080412692040626,0.9529119944696166,2.52400292543555,1174,0.5947315096251267,0.0,0.36423505572441744,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxsCH3,0.9879523379194547,0.9939579155675832,2.58351946334089,1178,0.596757852077001,0.0,0.36423505572441744,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-12,5.8162126807717645,2.411682541457678,13.9763870471012,1039,0.5263424518743668,0.0,0.35207700101317124,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MDEC-13,5.9073529333201735,2.430504666385188,25.63607388946,932,0.47213779128672745,0.0,0.35207700101317124,False,False,False,False,False,continuous_float_like,False,False,False,True,False
C2SP3,10.778291035744271,3.2830307698442716,41.0,23,0.01165146909827761,0.0,0.342451874366768,False,False,False,False,False,integer_count_like,True,False,False,False,False
nAromBond,31.740192923404692,5.633843530255761,34.0,25,0.012664640324214792,18.0,0.32978723404255317,False,False,False,False,False,integer_count_like,True,False,False,False,False
nHCsats,26.568424985808708,5.154456808026303,64.0,31,0.015704154002026342,0.0,0.30749746707193515,False,False,False,False,False,integer_count_like,True,False,False,False,False
SHCsats,6.570605637267057,2.563319261673633,46.2575899535936,1147,0.5810536980749746,0.0,0.30749746707193515,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHCsats,0.04614397663118569,0.2148114909197962,1.10846139613252,977,0.4949341438703141,0.0,0.30749746707193515,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHCsats,0.10931585473940235,0.33062948256228203,1.28711880353993,804,0.4072948328267477,0.0,0.30749746707193515,False,False,False,False,False,continuous_float_like,False,False,False,True,False
naAromAtom,26.56935911530811,5.154547420997125,30.0,25,0.012664640324214792,18.0,0.2806484295845998,False,False,False,False,False,integer_count_like,True,False,False,False,False
maxssCH2,0.2810036879986772,0.5300978098414265,1.52018929545879,1312,0.6646403242147924,0.0,0.26494427558257344,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nssCH2,13.860446185415507,3.7229620177239933,39.0,23,0.01165146909827761,0.0,0.2548125633232016,False,False,False,False,False,integer_count_like,True,False,False,False,False
SssCH2,16.012464579885695,4.001557769155119,29.29805060738744,1363,0.6904761904761905,0.0,0.2548125633232016,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minssCH2,0.14018674549924467,0.3744152046849122,2.65034822886148,1284,0.6504559270516718,0.0,0.2548125633232016,False,False,False,False,False,continuous_float_like,False,False,False,True,False
BCUTw-1l,0.0031536318654341255,0.056157206709683535,0.20899999999999963,395,0.2001013171225937,11.85,0.25379939209726443,False,False,False,False,False,continuous_float_like,False,False,False,True,False
WTPT-5,31.289139240673418,5.593669568420485,125.7376884388,1218,0.6170212765957447,0.0,0.24924012158054712,False,False,False,False,False,continuous_float_like,False,False,False,True,False
nAtomLC,24.93761041462018,4.993757144137086,128.0,27,0.013677811550151976,3.0,0.24670719351570417,False,False,False,False,False,integer_count_like,True,False,False,False,False
MDEO-11,0.18174325673161856,0.4263135662064,4.68832530774116,190,0.09625126646403243,0.0,0.24417426545086118,False,False,False,False,False,continuous_float_like,False,False,False,True,False
MLFER_A,0.2636429186065234,0.5134617012071333,8.61,220,0.11144883485309018,1.089,0.232016210739615,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SHsOH,0.26586758452502285,0.5156234910523597,2.74466093795004,1387,0.7026342451874367,0.0,0.21580547112462006,False,False,False,False,False,continuous_float_like,False,False,False,True,False
SsOH,84.97230932906496,9.218042597485919,65.6253256657348,1436,0.7274569402228976,0.0,0.21580547112462006,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minHsOH,0.048446171778178775,0.2201049108452121,0.8858693380933631,1319,0.6681864235055724,0.0,0.21580547112462006,False,False,False,False,False,continuous_float_like,False,False,False,True,False
minsOH,15.747738174546269,3.968341993143518,11.7323364427012,1422,0.7203647416413373,0.0,0.21580547112462006,False,False,False,False,False,continuous_float_like,False,False,False,True,False
maxHsOH,0.0581446452706507,0.24113200797623424,0.852772150813952,1274,0.6453900709219859,0.0,0.21580547112462006,False,False,False,False,False,continuous_float_like,False,False,False,True,False
