descriptor,descriptor_category,descriptor_category_source,is_constant,is_near_constant,dominant_value_ratio,descriptor_numeric_type,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like
maxdNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True
maxssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True
maxaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True
maxtN,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9599797365754813,continuous_float_like,False,False,False,True
maxsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxdsN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9371833839918946,continuous_float_like,False,False,False,True
maxaaN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7583586626139818,continuous_float_like,False,False,False,True
maxsssN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5536980749746707,continuous_float_like,False,False,False,True
maxddsN,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxaasN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.903242147922999,continuous_float_like,False,False,False,True
maxssssNp,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
maxsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True
maxdO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.46808510638297873,continuous_float_like,False,False,False,True
maxssO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.47315096251266464,continuous_float_like,False,False,False,True
maxaaO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8556231003039514,continuous_float_like,False,False,False,True
maxaOm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsOm,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9908814589665653,continuous_float_like,False,False,True,True
maxsF,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8348530901722391,continuous_float_like,False,False,False,True
maxsSiH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssSiH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssSiH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssSi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsPH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssPH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxdsssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxddsP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
maxdS,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9832826747720365,continuous_float_like,False,False,False,True
maxssS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxaaS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxdssS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxddssS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssssS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxSm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsCl,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9123606889564336,continuous_float_like,False,False,False,True
maxsGeH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssGeH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssGeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssGe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsAsH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssAsH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxdsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxddsAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsSeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxdSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxaaSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxdssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxddssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsBr,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9594731509625126,continuous_float_like,False,False,False,True
maxsSnH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssSnH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssSnH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssSn,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsI,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsPbH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssPbH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssPbH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssPb,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
sumI,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0070921985815602835,continuous_float_like,False,False,False,True
hmax,Atom type electrotopological state,Summary.Descriptor type,False,False,0.022289766970618033,continuous_float_like,False,False,False,True
gmax,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
hmin,Atom type electrotopological state,Summary.Descriptor type,False,False,0.007598784194528876,continuous_float_like,False,False,False,True
gmin,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0035460992907801418,continuous_float_like,False,False,False,True
LipoaffinityIndex,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
MAXDN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0035460992907801418,continuous_float_like,False,False,False,True
MAXDP,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
DELS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
MAXDN2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0035460992907801418,continuous_float_like,False,False,False,True
MAXDP2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
DELS2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
ETA_Alpha,Extended topochemical atom,Summary.Descriptor type,False,False,0.018743667679837893,continuous_float_like,False,False,False,True
ETA_AlphaP,Extended topochemical atom,Summary.Descriptor type,False,False,0.023809523809523808,continuous_float_like,False,False,False,True
ETA_dAlpha_A,Extended topochemical atom,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True
ETA_dAlpha_B,Extended topochemical atom,Summary.Descriptor type,False,False,0.07598784194528875,continuous_float_like,False,False,False,True
ETA_Epsilon_1,Extended topochemical atom,Summary.Descriptor type,False,False,0.013677811550151976,continuous_float_like,False,False,False,True
ETA_Epsilon_2,Extended topochemical atom,Summary.Descriptor type,False,False,0.015197568389057751,continuous_float_like,False,False,False,True
ETA_Epsilon_3,Extended topochemical atom,Summary.Descriptor type,False,False,0.08308004052684904,continuous_float_like,False,False,False,True
ETA_Epsilon_4,Extended topochemical atom,Summary.Descriptor type,False,False,0.011144883485309016,continuous_float_like,False,False,False,True
ETA_Epsilon_5,Extended topochemical atom,Summary.Descriptor type,False,False,0.014184397163120567,continuous_float_like,False,False,False,True
ETA_dEpsilon_A,Extended topochemical atom,Summary.Descriptor type,False,False,0.010638297872340425,continuous_float_like,False,False,False,True
ETA_dEpsilon_B,Extended topochemical atom,Summary.Descriptor type,False,False,0.010638297872340425,continuous_float_like,False,False,False,True
ETA_dEpsilon_C,Extended topochemical atom,Summary.Descriptor type,False,False,0.011144883485309016,continuous_float_like,False,False,False,True
ETA_dEpsilon_D,Extended topochemical atom,Summary.Descriptor type,False,False,0.06332320162107397,continuous_float_like,False,False,False,True
ETA_Psi_1,Extended topochemical atom,Summary.Descriptor type,False,False,0.015704154002026342,continuous_float_like,False,False,False,True
ETA_dPsi_A,Extended topochemical atom,Summary.Descriptor type,False,False,0.015704154002026342,continuous_float_like,False,False,False,True
ETA_dPsi_B,Extended topochemical atom,Summary.Descriptor type,False,True,0.9979736575481256,continuous_float_like,False,False,True,True
ETA_Shape_P,Extended topochemical atom,Summary.Descriptor type,False,False,0.0070921985815602835,continuous_float_like,False,False,False,True
ETA_Shape_Y,Extended topochemical atom,Summary.Descriptor type,False,False,0.009625126646403243,continuous_float_like,False,False,False,True
ETA_Shape_X,Extended topochemical atom,Summary.Descriptor type,False,False,0.7223910840932117,continuous_float_like,False,False,False,True
ETA_Beta,Extended topochemical atom,Summary.Descriptor type,False,False,0.021783181357649443,continuous_float_like,False,False,False,True
ETA_BetaP,Extended topochemical atom,Summary.Descriptor type,False,False,0.022796352583586626,continuous_float_like,False,False,False,True
ETA_Beta_s,Extended topochemical atom,Summary.Descriptor type,False,False,0.03596757852077001,continuous_float_like,False,False,False,True
ETA_BetaP_s,Extended topochemical atom,Summary.Descriptor type,False,False,0.07649442755825735,continuous_float_like,False,False,False,True
ETA_Beta_ns,Extended topochemical atom,Summary.Descriptor type,False,False,0.06332320162107397,continuous_float_like,False,False,False,True
ETA_BetaP_ns,Extended topochemical atom,Summary.Descriptor type,False,False,0.021783181357649443,continuous_float_like,False,False,False,True
ETA_dBeta,Extended topochemical atom,Summary.Descriptor type,False,False,0.03292806484295846,continuous_float_like,False,False,False,True
ETA_dBetaP,Extended topochemical atom,Summary.Descriptor type,False,False,0.0243161094224924,continuous_float_like,False,False,False,True
ETA_Beta_ns_d,Extended topochemical atom,Summary.Descriptor type,False,True,0.32066869300911854,continuous_float_like,False,False,True,True
ETA_BetaP_ns_d,Extended topochemical atom,Summary.Descriptor type,False,False,0.10283687943262411,continuous_float_like,False,False,False,True
ETA_Eta,Extended topochemical atom,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
ETA_EtaP,Extended topochemical atom,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
ETA_Eta_R,Extended topochemical atom,Summary.Descriptor type,False,False,0.005572441742654508,continuous_float_like,False,False,False,True
ETA_Eta_F,Extended topochemical atom,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
ETA_EtaP_F,Extended topochemical atom,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
ETA_Eta_L,Extended topochemical atom,Summary.Descriptor type,False,False,0.004559270516717325,continuous_float_like,False,False,False,True
ETA_EtaP_L,Extended topochemical atom,Summary.Descriptor type,False,False,0.004559270516717325,continuous_float_like,False,False,False,True
ETA_Eta_R_L,Extended topochemical atom,Summary.Descriptor type,False,False,0.01165146909827761,continuous_float_like,False,False,False,True
ETA_Eta_F_L,Extended topochemical atom,Summary.Descriptor type,False,False,0.005065856129685917,continuous_float_like,False,False,False,True
ETA_EtaP_F_L,Extended topochemical atom,Summary.Descriptor type,False,False,0.004559270516717325,continuous_float_like,False,False,False,True
ETA_Eta_B,Extended topochemical atom,Summary.Descriptor type,False,False,0.027862208713272545,continuous_float_like,False,False,False,True
ETA_EtaP_B,Extended topochemical atom,Summary.Descriptor type,False,False,0.013171225937183385,continuous_float_like,False,False,False,True
ETA_Eta_B_RC,Extended topochemical atom,Summary.Descriptor type,False,False,0.027862208713272545,continuous_float_like,False,False,False,True
ETA_EtaP_B_RC,Extended topochemical atom,Summary.Descriptor type,False,False,0.012664640324214792,continuous_float_like,False,False,False,True
FMF,FMFDescriptor,Summary.Descriptor type,False,False,0.0673758865248227,continuous_float_like,False,False,False,True
fragC,Fragment complexity,Summary.Descriptor type,False,False,0.011144883485309016,continuous_float_like,False,False,False,True
nHBAcc,Hbond acceptor count,Summary.Descriptor type,False,True,0.2968591691995947,integer_low_cardinality,True,False,True,False
nHBAcc2,Hbond acceptor count,Summary.Descriptor type,False,True,0.23606889564336372,integer_low_cardinality,True,False,True,False
nHBAcc3,Hbond acceptor count,Summary.Descriptor type,False,True,0.270516717325228,integer_low_cardinality,True,False,True,False
nHBAcc_Lipinski,Hbond acceptor count,Summary.Descriptor type,False,True,0.25379939209726443,integer_low_cardinality,True,False,True,False
nHBDon,Hbond donor count,Summary.Descriptor type,False,True,0.47720364741641336,integer_low_cardinality,True,False,True,False
nHBDon_Lipinski,Hbond donor count,Summary.Descriptor type,False,True,0.4726443768996961,integer_low_cardinality,True,False,True,False
HybRatio,HybridizationRatioDescriptor,Summary.Descriptor type,False,False,0.13576494427558258,continuous_float_like,False,False,False,True
Kier1,Kappa shape indices,Summary.Descriptor type,False,False,0.057750759878419454,continuous_float_like,False,False,False,True
Kier2,Kappa shape indices,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True
Kier3,Kappa shape indices,Summary.Descriptor type,False,False,0.016210739614994935,continuous_float_like,False,False,False,True
nAtomLC,Largest chain,Summary.Descriptor type,False,False,0.24670719351570417,integer_count_like,True,False,False,False
nAtomP,Largest Pi system,Summary.Descriptor type,False,False,0.11904761904761904,integer_count_like,True,False,False,False
nAtomLAC,Longest aliphatic chain,Summary.Descriptor type,False,True,0.4088145896656535,integer_low_cardinality,True,False,True,False
MLogP,Mannhold LogP,Summary.Descriptor type,False,False,0.05876393110435663,continuous_float_like,False,False,False,True
McGowan_Volume,McGowan volume,Summary.Descriptor type,False,False,0.010638297872340425,continuous_float_like,False,False,False,True
MDEC-11,Molecular distance edge,Summary.Descriptor type,False,False,0.6732522796352584,continuous_float_like,False,False,False,True
MDEC-12,Molecular distance edge,Summary.Descriptor type,False,False,0.35207700101317124,continuous_float_like,False,False,False,True
MDEC-13,Molecular distance edge,Summary.Descriptor type,False,False,0.35207700101317124,continuous_float_like,False,False,False,True
MDEC-14,Molecular distance edge,Summary.Descriptor type,False,False,0.8115501519756839,continuous_float_like,False,False,False,True
MDEC-22,Molecular distance edge,Summary.Descriptor type,False,False,0.047619047619047616,continuous_float_like,False,False,False,True
MDEC-23,Molecular distance edge,Summary.Descriptor type,False,False,0.0060790273556231,continuous_float_like,False,False,False,True
MDEC-24,Molecular distance edge,Summary.Descriptor type,False,False,0.779128672745694,continuous_float_like,False,False,False,True
MDEC-33,Molecular distance edge,Summary.Descriptor type,False,False,0.016717325227963525,continuous_float_like,False,False,False,True
MDEC-34,Molecular distance edge,Summary.Descriptor type,False,False,0.779128672745694,continuous_float_like,False,False,False,True
MDEC-44,Molecular distance edge,Summary.Descriptor type,False,True,0.9544072948328267,continuous_float_like,False,False,True,True
MDEO-11,Molecular distance edge,Summary.Descriptor type,False,False,0.24417426545086118,continuous_float_like,False,False,False,True
MDEO-12,Molecular distance edge,Summary.Descriptor type,False,False,0.39463019250253295,continuous_float_like,False,False,False,True
MDEO-22,Molecular distance edge,Summary.Descriptor type,False,False,0.7137791286727457,continuous_float_like,False,False,False,True
MDEN-11,Molecular distance edge,Summary.Descriptor type,False,True,0.9883485309017224,continuous_float_like,False,False,True,True
MDEN-12,Molecular distance edge,Summary.Descriptor type,False,True,0.9650455927051672,continuous_float_like,False,False,False,True
MDEN-13,Molecular distance edge,Summary.Descriptor type,False,True,0.9772036474164134,continuous_float_like,False,False,False,True
MDEN-22,Molecular distance edge,Summary.Descriptor type,False,False,0.8196555217831814,continuous_float_like,False,False,False,True
MDEN-23,Molecular distance edge,Summary.Descriptor type,False,False,0.8247213779128673,continuous_float_like,False,False,False,True
MDEN-33,Molecular distance edge,Summary.Descriptor type,False,False,0.8708206686930091,continuous_float_like,False,False,False,True
MLFER_A,Molecular linear free energy relation,Summary.Descriptor type,False,False,0.232016210739615,continuous_float_like,False,False,False,True
MLFER_BH,Molecular linear free energy relation,Summary.Descriptor type,False,False,0.010131712259371834,continuous_float_like,False,False,False,True
MLFER_BO,Molecular linear free energy relation,Summary.Descriptor type,False,False,0.010131712259371834,continuous_float_like,False,False,False,True
MLFER_S,Molecular linear free energy relation,Summary.Descriptor type,False,False,0.008611955420466059,continuous_float_like,False,False,False,True
MLFER_E,Molecular linear free energy relation,Summary.Descriptor type,False,False,0.007598784194528876,continuous_float_like,False,False,False,True
MLFER_L,Molecular linear free energy relation,Summary.Descriptor type,False,False,0.004052684903748734,continuous_float_like,False,False,False,True
PetitjeanNumber,Petitjean number,Summary.Descriptor type,False,True,0.47922998986828774,continuous_float_like,False,False,True,True
nRing,Ring count,Summary.Descriptor type,False,True,0.31155015197568386,integer_low_cardinality,True,False,True,False
n3Ring,Ring count,Summary.Descriptor type,False,True,0.9934143870314083,binary_like,True,True,True,False
n4Ring,Ring count,Summary.Descriptor type,False,True,0.9908814589665653,integer_low_cardinality,True,False,True,False
n5Ring,Ring count,Summary.Descriptor type,False,True,0.43566362715298884,integer_low_cardinality,True,False,True,False
n6Ring,Ring count,Summary.Descriptor type,False,True,0.37031408308004055,integer_low_cardinality,True,False,True,False
n7Ring,Ring count,Summary.Descriptor type,False,True,0.9493414387031408,integer_low_cardinality,True,False,True,False
n8Ring,Ring count,Summary.Descriptor type,False,True,0.9979736575481256,binary_like,True,True,True,False
n9Ring,Ring count,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
n10Ring,Ring count,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
n11Ring,Ring count,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
n12Ring,Ring count,Summary.Descriptor type,False,True,0.9994934143870314,binary_like,True,True,True,False
nG12Ring,Ring count,Summary.Descriptor type,False,True,0.997467071935157,binary_like,True,True,True,False
nFRing,Ring count,Summary.Descriptor type,False,True,0.5668693009118541,integer_low_cardinality,True,False,True,False
nF4Ring,Ring count,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
nF5Ring,Ring count,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
nF6Ring,Ring count,Summary.Descriptor type,False,True,0.9696048632218845,integer_low_cardinality,True,False,True,False
nF7Ring,Ring count,Summary.Descriptor type,False,True,0.9964539007092199,integer_low_cardinality,True,False,True,False
nF8Ring,Ring count,Summary.Descriptor type,False,True,0.9701114488348531,integer_low_cardinality,True,False,True,False
nF9Ring,Ring count,Summary.Descriptor type,False,True,0.6058763931104356,integer_low_cardinality,True,False,True,False
nF10Ring,Ring count,Summary.Descriptor type,False,True,0.4989868287740628,integer_low_cardinality,True,False,True,False
nF11Ring,Ring count,Summary.Descriptor type,False,True,0.9579533941236069,integer_low_cardinality,True,False,True,False
nF12Ring,Ring count,Summary.Descriptor type,False,True,0.9594731509625126,integer_low_cardinality,True,False,True,False
nFG12Ring,Ring count,Summary.Descriptor type,False,True,0.7836879432624113,integer_low_cardinality,True,False,True,False
nTRing,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.24873353596757852,integer_low_cardinality,True,False,True,False
nT4Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.9908814589665653,integer_low_cardinality,True,False,True,False
nT5Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.43566362715298884,integer_low_cardinality,True,False,True,False
nT6Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.36322188449848025,integer_low_cardinality,True,False,True,False
nT7Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.9457953394123607,integer_low_cardinality,True,False,True,False
nT8Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.9680851063829787,integer_low_cardinality,True,False,True,False
nT9Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.6058763931104356,integer_low_cardinality,True,False,True,False
nT10Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.4989868287740628,integer_low_cardinality,True,False,True,False
nT11Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.9579533941236069,integer_low_cardinality,True,False,True,False
nT12Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.958966565349544,integer_low_cardinality,True,False,True,False
nTG12Ring,RingCountDescriptor,Detailed.Descriptor Java Class,False,True,0.7811550151975684,integer_low_cardinality,True,False,True,False
nRotB,Rotatable bonds count,Summary.Descriptor type,False,False,0.171225937183384,integer_count_like,True,False,False,False
LipinskiFailures,Rule of five,Summary.Descriptor type,False,True,0.89209726443769,integer_low_cardinality,True,False,True,False
TopoPSA,Topological polar surface area,Summary.Descriptor type,False,False,0.05319148936170213,continuous_float_like,False,False,False,True
VABC,Van der Waals volume,Summary.Descriptor type,False,False,0.010638297872340425,continuous_float_like,False,False,False,True
VAdjMat,Vertex adjacency information (magnitude),Summary.Descriptor type,False,False,0.0795339412360689,continuous_float_like,False,False,False,True
MW,Weight,Summary.Descriptor type,False,False,0.010638297872340425,continuous_float_like,False,False,False,True
WTPT-1,Weighted path,Summary.Descriptor type,False,False,0.005572441742654508,continuous_float_like,False,False,False,True
WTPT-2,Weighted path,Summary.Descriptor type,False,False,0.005572441742654508,continuous_float_like,False,False,False,True
WTPT-3,Weighted path,Summary.Descriptor type,False,False,0.0035460992907801418,continuous_float_like,False,False,False,True
WTPT-4,Weighted path,Summary.Descriptor type,False,False,0.025329280648429583,continuous_float_like,False,False,False,True
WTPT-5,Weighted path,Summary.Descriptor type,False,False,0.24924012158054712,continuous_float_like,False,False,False,True
WPATH,Wiener numbers,Summary.Descriptor type,False,False,0.0060790273556231,integer_count_like,True,False,False,False
WPOL,Wiener numbers,Summary.Descriptor type,False,False,0.04154002026342452,integer_count_like,True,False,False,False
XLogP,XLogP,Summary.Descriptor type,False,False,0.004559270516717325,continuous_float_like,False,False,False,True
Zagreb,Zagreb index,Summary.Descriptor type,False,False,0.034954407294832825,integer_count_like,True,False,False,False
