descriptor,PC1_weight,PC1_corr_loading,component,abs_weight,abs_corr_loading,PC2_weight,PC2_corr_loading,PC3_weight,PC3_corr_loading,PC4_weight,PC4_corr_loading,PC5_weight,PC5_corr_loading,PC6_weight,PC6_corr_loading,PC7_weight,PC7_corr_loading,PC8_weight,PC8_corr_loading,PC9_weight,PC9_corr_loading,PC10_weight,PC10_corr_loading,descriptor_category,descriptor_numeric_type,is_binary_like,is_rare_binary_like,is_near_constant,dominant_value_ratio
gmin,,,PC10,0.13111419984988607,0.41195847018961346,,,,,,,,,,,,,,,,,-0.13111419984988607,-0.41195847018961346,Atom type electrotopological state,continuous_float_like,False,False,False,0.0035460992907801
maxHCsatu,,,PC10,0.11489401436698524,0.36099493759453266,,,,,,,,,,,,,,,,,-0.11489401436698524,-0.36099493759453266,Atom type electrotopological state,continuous_float_like,False,False,False,0.6170212765957447
nddssS,,,PC10,0.11283319153287102,0.3545198691195273,,,,,,,,,,,,,,,,,0.11283319153287102,0.3545198691195273,Atom type electrotopological state,binary_like,True,False,True,0.9376899696048632
SddssS,,,PC10,0.11121582589881539,0.3494381352332993,,,,,,,,,,,,,,,,,-0.11121582589881539,-0.3494381352332993,Atom type electrotopological state,continuous_float_like,False,False,False,0.9376899696048632
minddssS,,,PC10,0.11121582589881539,0.3494381352332993,,,,,,,,,,,,,,,,,-0.11121582589881539,-0.3494381352332993,Atom type electrotopological state,continuous_float_like,False,False,False,0.9376899696048632
nBr,,,PC10,0.11068539329521203,0.34777152548264445,,,,,,,,,,,,,,,,,0.11068539329521203,0.34777152548264445,Atom count,integer_low_cardinality,False,False,True,0.941742654508612
nsBr,,,PC10,0.11068539329521182,0.34777152548264445,,,,,,,,,,,,,,,,,0.11068539329521182,0.34777152548264445,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.941742654508612
nF11Ring,,,PC10,0.10866677784467454,0.3414290718517128,,,,,,,,,,,,,,,,,-0.10866677784467454,-0.3414290718517128,Ring count,integer_low_cardinality,False,False,True,0.9579533941236068
nT11Ring,,,PC10,0.10866677784467452,0.3414290718517128,,,,,,,,,,,,,,,,,-0.10866677784467452,-0.3414290718517128,RingCountDescriptor,integer_low_cardinality,False,False,True,0.9579533941236068
minHCsatu,,,PC10,0.10822531346923087,0.34004199868222357,,,,,,,,,,,,,,,,,-0.10822531346923087,-0.34004199868222357,Atom type electrotopological state,continuous_float_like,False,False,False,0.6170212765957447
C3SP2,,,PC10,0.10274872872539954,0.3228346673976211,,,,,,,,,,,,,,,,,-0.10274872872539954,-0.3228346673976211,Carbon types,integer_low_cardinality,False,False,True,0.2168186423505572
MAXDN,,,PC10,0.10131035612340157,0.3183153264157885,,,,,,,,,,,,,,,,,0.10131035612340157,0.3183153264157885,Atom type electrotopological state,continuous_float_like,False,False,False,0.0035460992907801
nssS,,,PC10,0.09651462650629548,0.30324722975831,,,,,,,,,,,,,,,,,0.09651462650629548,0.30324722975831,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.8880445795339412
ndssC,,,PC10,0.09586178623990413,0.301196017321147,,,,,,,,,,,,,,,,,-0.09586178623990413,-0.301196017321147,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.3824721377912867
n7Ring,,,PC10,0.09490423917298932,0.29818742156819006,,,,,,,,,,,,,,,,,-0.09490423917298932,-0.29818742156819006,Ring count,integer_low_cardinality,False,False,True,0.9493414387031408
maxdssC,,,PC10,0.09481081996105528,0.2978939000756384,,,,,,,,,,,,,,,,,-0.09481081996105528,-0.2978939000756384,Atom type electrotopological state,continuous_float_like,False,False,False,0.6266464032421479
naaS,,,PC10,0.0925366133359782,0.29074838354703536,,,,,,,,,,,,,,,,,0.0925366133359782,0.29074838354703536,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9052684903748732
SssS,,,PC10,0.09228204217730328,0.28994852552096234,,,,,,,,,,,,,,,,,-0.09228204217730328,-0.28994852552096234,Atom type electrotopological state,continuous_float_like,False,False,False,0.8880445795339412
SaaS,,,PC10,0.09051557768693749,0.2843983256957063,,,,,,,,,,,,,,,,,-0.09051557768693749,-0.2843983256957063,Atom type electrotopological state,continuous_float_like,False,False,False,0.9052684903748732
nT7Ring,,,PC10,0.08922049651189572,0.2803292038137712,,,,,,,,,,,,,,,,,-0.08922049651189572,-0.2803292038137712,RingCountDescriptor,integer_low_cardinality,False,False,True,0.9457953394123608
nCl,,,PC10,0.08769916123353444,0.27554919558707475,,,,,,,,,,,,,,,,,0.08769916123353444,0.27554919558707475,Atom count,integer_low_cardinality,False,False,True,0.9123606889564336
nsCl,,,PC10,0.08769916123353437,0.27554919558707475,,,,,,,,,,,,,,,,,0.08769916123353437,0.27554919558707475,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9123606889564336
nFRing,,,PC10,0.08724085692843497,0.2741092116598859,,,,,,,,,,,,,,,,,-0.08724085692843497,-0.2741092116598859,Ring count,integer_low_cardinality,False,False,True,0.5668693009118541
minaaS,,,PC10,0.08654088252855982,0.2719099046185842,,,,,,,,,,,,,,,,,-0.08654088252855982,-0.2719099046185842,Atom type electrotopological state,continuous_float_like,False,False,False,0.9052684903748732
